English,Japanese
Core,
Cannot exchange {0} {1},
Center:,
Click,
Show only discovered items,
Title Managers,
Title Users,
Reset,
Edit Sale List,販売リストの編集
Edit Purchase List,
Hide empty Currencies,空の通貨を非表示
Show all Currencies,全ての通貨の表示
Create in Github,
Truncated text,
This currency cannot be produced anymore since the associated {0} has been destroyed.,
{0} cannot be produced anymore since the associated {1} has been destroyed.,
"A citizen could have voted, but didn't (in an election that ended successfully).",
Didn't Vote,
You can't afford that. You have {0} in {1} but need {2}.,
"You can't afford that, your store credit would drop to {0}.",
The 'Abandoned Players' demographic will apply to any users who have not played more than this many hours in within the past number of days specified above.,
Pooling objects...,
World runs 24/7\nAdd 'Citizen' accounts to allow friends to play\nwithout owning Eco. Requires paid subscription.,
How fast an animal rotates when wandering in degrees per second,
How fast an animal rotates when not wandering in degrees per second,
Rotations greater than this amount require the animal to stop and turn,
Animal ticks: {0}/s,
"(Animal lodding enabled, skipped due to not observed): {0}/s",
Should animals tick less when they're not being observed by a player?,
Animal '{0}' failed to set tick. Position: {1},
Dinner is served! {0} animals are now hungry.,
Removed {0} from debug.,
Debug enabled for {0} ({1}),
No animal found to debug.,
{0} objects,
where {0} is any of {1},
The message sent in the chat message.,
The position of The citizen when the event was triggered.,
The position of The citizen when they first login.,
"events count mismatch, {0}: {1}, {2}: {3}",
"event method name mismatch at index {0}, {1}: {2}, {3}: {4}",
The {0} has a component missing in the {1}: {2} (or at wrong position),
The {0} missing a component from the {1}: {2},
The {0} has a child missing in the {1}: {2} (or at wrong position),
The {0} missing a child from the {1}: {2},
Children,
Instance [{0}],
"{0} is null, but {1} is not null",
"{0} is not null, but {1} is null",
"collection size mismatch, {0} has more items than {1}",
{0} thrown exception when {1} returned value.,
Mismatch between type of {0}  exception and {1}  exception for value: {2} != {3}.,
"type mismatch, {0}: {1} {2}: {3}",
"value mismatch, {0}: <{1}> {2}: <{3}>",
"value mismatch, failed to stringify values due to an exception: {0}",
Actions Per Hour,
CO2 PPM,
Meters,
Units,
Road Barrier,
Roofs,
"Air pollution output is divided by this to determine PPM. It depends on AtmospherePressureKgPerM2 and the world area. For 1km2 and pressure 1kg/m2, 1 ton = 1PPM (part per million), which is the unit that determines climate change effects.",大気汚染出力をこれで割って PPM を決定します。 AtmospherePressureKgPerM2 と世界のエリアによって異なります。 1km2、圧力1kg/m2の場合、1トン＝1PPM（百万分率）となり、これが気候変動の影響を決定する単位となります。
How much PPM (particles per million) will be added to/removed from atmosphere per one tone of matter (i.e. CO2).,
"Atmosphere pressure used in the atmosphere size formula. Trees absorb and pollution from tables produced in tons and converted to PPM by dividing on total atmosphere size. AtmosphereSizeInTons = WorldAreaInM2 * AtmospherePressureKgPerM2 where WorldAreaInM2 = (Dimensions.x * 10) * (Dimensions.y * 10). In example for 1km² (1000000m²) world with atmosphere pressure 1 kg/m² it will be 1000000 tons, resulting in 1 PPM per 1 ton of pollution or absorb (1 PPM =  1000000 * tons / AtmosphereSizeInTons), increasing pressure to 2 will result in 0.5 PPM per ton.",大気サイズの計算式に使用される大気圧。 汚染はトン単位で生産され、樹木は汚染を吸収し、総大気サイズで割ることによって PPM に換算されます。 AtmosphereSizeInTons = WorldAreaInM2 * AtmospherePressureKgPerM2 ここで、WorldAreaInM2 = (Dimensions.x * 10) * (Dimensions.y * 10)。 大気圧1kgの1km²（1000000m²）の世界の例
Atmosphere Size (tons),
PPM per ton,
Atmosphere Pressure (kg/m²),
Transfers performed: {0},
Total amount of a currency that exists in all bank accounts.,
Ownables removed from {0},
correction,
No invalid ownables found,
BlockAddRemove.ItemUsed,
A non-currency barter between two players at a store.,店舗での2人のプレーヤー間の通貨を用いない物々交換。
It Starved to death.,
It was Harvested.,
Pollution levels were too high.,
An animal ate it.,
The Meteor killed it.,
It was too crowded by other plants.,他の植物との感覚が狭すぎる
Rising Sea levels killed it.,
Construction activities killed it.,
Farming activities killed it.,
Divine Intervention killed it.,
Logging activities killed it.,
The Ecosystem could not support it.,
Other: {0},
Instance [{0}]: {1},
"mismatch checking is too deep ({0}), skip in depth check.",
Head Bobbing,
Cloud Worlds,
A basic workspace for crafting fertilizer and extracting seeds from crops.,
Masons craft with stone and are a valuable source of building material and furniture. The ore they collect is used by smiths to smelt into metal bars.,石工は石を使って工芸品を作り、建築材料や家具の貴重な供給源となっています。 彼らが集めた鉱石は、鍛冶屋によって金属の棒を精錬するために使用されます。
Chefs create highly nutritious food using the raw food provided by hunters and farmers.,シェフは猟師や農家から提供される生の食材を使って栄養価の高い料理を作ります。
"Old growth redwood trees develop over centuries, with some living trees being over 2000 years old. Unlike most trees, these are a non-renewable resource and will not grow back if harvested.",セコイアの古木は何世紀にもわたって成長し、生きている木の中には樹齢 2000 年を超えるものもあります。 ほとんどの木とは異なり、これらは再生不可能な資源であり、伐採しても再び成長することはありません。
Cargo shorts that are ideal for exploring the great outdoors. More practical than elegant.,
"A sturdy pair of rubber footwear designed to provide protection against water, rain, and mud.",
A fashionable cloth belt that drapes across the waist.,
Asphalt Concrete Ramp,アスファルトコンクリートのランプ
The description of this species that is displayed in the tooltip.,
These tags may be used for assigning advanced logic for organisms of this species.,
Display Description,
Tags associated with Species,
8 Tags,
Unknown command: '{0}',
Unknown sub-command: '{0} {1}',
{0}. Type /? for a list of commands.,
You do not have the necessary permissions to invoke '{0}'.,
Value '{0}' is not valid for parameter '{1}',
No value assigned to the parameter '{0}',
No help available.,
Shortcut,
number (int),
number (real),
true/false,
Pollution spread {0}.,
Contract not accepted: You do not have authorization on this contract board.,
