English,Korean
Minimum required amount of hours a citizen must be online for a day to be considered active.,활동적이라고 간주되기 위해 시민이 하루에 접속해야 하는 최소 시간 수.
Age Format,Age Format
World's age in desired time units.,세계의 나이를 나타낼 단위.
Time unit of the world's age.,Time unit of the world's age.
Long Term,Long Term
Shows commands for avatars manipulation.,아바타를 다루는 명령어를 보여줍니다.
Shows commands for world pollution manipulation.,세계 오염을 다루는 명령어를 보여줍니다.
Shows commands for skills,기술에 관한 명령어를 보여줍니다.
Wood Shop Cart,포장마차
Shows actors related commands,Shows actors related commands
Look Left Right,Look Left Right
Look Down Up,Look Down Up
Crouch,Crouch
Interact Left,Interact Left
Interact Right,Interact Right
Clockwise,Clockwise
C Clockwise,C Clockwise
Show Marker,Show Marker
Shift Input Modifier,Shift Input Modifier
Ctrl Input Modifier,Ctrl Input Modifier
Alt Input Modifier,Alt Input Modifier
Tool Slot_1,1번 칸
Tool Slot_2,2번 칸
Tool Slot_3,3번 칸
Tool Slot_4,4번 칸
Tool Slot_5,5번 칸
Tool Slot_6,6번 칸
Tool Slot_7,7번 칸
Tool Slot_8,8번 칸
Tool Slot_9,9번 칸
Tool Slot_0,0번 칸
Open Backpack,배낭 열기
Switch Tabs,Switch Tabs
Open Minimap,미니맵 열기
Open Objectives,목표 항목 열기
Open Econ,경제 정보 열기
Open Graphs,통계 자료 열기
Open Government,정부 활동 열기
Open Tech Tree Visualizer,기술 발전도 시각화 열기
Vehicle Alt Control,Vehicle Alt Control
Vehicle Boom Down Up,Vehicle Boom Down Up
Vehicle Boom Pull Push,Vehicle Boom Pull Push
Vehicle Swing Arm Down Up,Vehicle Swing Arm Down Up
Vehicle Ramps Down Up,Vehicle Ramps Down Up
A stockpile for distributing items to new players. Allows you to choose a specific set of items which each new player will be able to take.,신규 플레이어들에게 필요한 물품을 배포하기 위한 자재 창고. 신규 플레이어가 각자 가져갈 수 있는 물품의 설정이 가능하다.
A campsite.,야영지입니다.
A porcelain bathtub for when you need to get clean or just relax.,씻고 싶거나 그냥 쉬고 싶을 때를 위한 도자기 욕조.
The assembly line allows for mass production of mechanical products.,조립 라인은 기계 관련 생산품을 양산할 수 있게 한다.
An ashlar stone bench. Great for display though maybe not as comfy as a padded couch.,각진 석재 벤치입니다. 푹신한 소파보다는 좀 불편할 수도 있겠지만 전시용으로는 아주 좋습니다.
A fancy ashlar stone table that has been adorned with gold.,금으로 화려하게 장식된 각진 석재 탁자.
Self-improvement increases both the amount of weight citizens can carry and their stomach capacity. It also decreases the calories expended when using hammers and shovels. Experience is gained when leveling up other specialties.,자기 개선은 한 시민이 들고 다닐 수 있는 무게의 양과 위장의 용량을 모두 늘립니다. 또한 망치와 삽을 쓸 때 소모되는 칼로리를 감소시킵니다. 타 특기의 레벨을 올릴 때 경험치를 얻습니다.
Basic Upgrade that greatly increases efficiency when crafting Tailoring recipes.,이 기초 업그레이드는 재단 물품을 제작할 때 효율이 크게 증가합니다.
Modern Upgrade that greatly increases efficiency when crafting Tailoring recipes.,이 현대식 업그레이드는 재단 물품을 제작할 때 효율이 크게 증가합니다.
Modern Upgrade that greatly increases efficiency when crafting Mechanics recipes.,이 현대식 업그레이드는 기계공작 물품을 제작할 때 효율이 크게 증가합니다.
A dead turkey.,죽은 칠면조입니다.
An extremely useful synthetic material derived from petrochemicals.,석유화학으로 얻어낸 극히 유용한 합성 재료.
Provides speed and torque conversions from a rotating power source to another device.,회전하는 동력원에서 다른 장치로 속도와 회전력을 제공하는 부품.
A blue shark.,청새리상어입니다.
"A dressed salad that, with the added sweetness, it's pretty tasty.","A dressed salad that, with the added sweetness, it's pretty tasty."
To give thanks for the fact that this food gives two extra nutrients than other food items of the same tier.,감사하게도 이 음식은 같은 등급의 다른 음식들과 달리 두 가지 영양소를 함유하고 있다.
"Comforting, best served hot from the griddle.",불판에서 가장 맛있게 대접하는 편안함.
Round and large.,Round and large.
Nice fresh Pineapple.,신선한 파인애플.
Nice fresh Papaya.,신선한 파파야.
A sweet pastry that is great for breakfast or anytime you need a quick boost of energy.,아침 식사 대용 혹은 기운이 좀 필요할 때 먹기 좋은 달달한 페이스트리.
Deep fried Camas. Bit greasy.,튀긴 카마스. 좀 기름지다.
Tiny Cup Mushrooms.,술잔 버섯.
Agave leaves that have been charred over a campfire.,모닥불 위에 올렸던 용설란 잎.
Boletus edulis.,먹을 수 있는 버섯.
Baked taro root.,구운 토란입니다.
A multipurpose filler that is made from what you have available.,당장 가용한 재료로 만든 다목적 보충제.
It just looks cool.,조금 멋있어 보이네요.
"Text is too long, max length excluding tags cannot exceed {0} characters",글이 너무 깁니다. 태그를 제외한 최대 길이가 {0} 글자를 넘을 수 없습니다.
Text must be at least {0} characters long.,글을 최소 {0} 글자 이상 써야 합니다.
Reset all players chat settings and tab settings,Reset all players chat settings and tab settings
You are not allowed to edit {0}: {1},You are not allowed to edit {0}: {1}
You are not allowed to remove {0}: {1},You are not allowed to remove {0}: {1}
Operation is not allowed for special channel,Operation is not allowed for special channel
You are not a manager of this channel,You are not a manager of this channel
You don't have access to this channel,해당 채널에 접속할 권한이 없음
Store Hotkeys,Store Hotkeys
{0} to move,{0} to move
{0} to copy,{0} to copy
{0} to remove,{0} to remove
{0} to select,{0} to select
Drag,Drag
Shift + drag,Shift + drag
Right-click,Right-click
Left-click,Left-click
Alt + Right-click,Alt + Right-click
Ctrl + Right-click,Ctrl + Right-click
Shift + Right-click,Shift + Right-click
"Special entry name ""{0}"" is occupied by non-special entry ""{1}"", renaming to ""{2}","Special entry name ""{0}"" is occupied by non-special entry ""{1}"", renaming to ""{2}"
Can't unclaim plot: deed no longer exists,필지 소유를 포기할 수 없음: 증서가 더 이상 존재하지 않음
The object was already destroyed,해당 물체는 이미 파괴되었음
Fullscreen Map,Fullscreen Map
Windowed Map,Windowed Map
"Do you wish to transfer this property, with the following objects, from {0} to {1}? {2} {3} All property authorizations will be removed.","Do you wish to transfer this property, with the following objects, from {0} to {1}? {2} {3} All property authorizations will be removed."
"Do you wish to make this property, with the following objects, unowned? All property authorizations will be removed.",해당 부지와 그에 딸려 있는 물건들을 무주공산으로 해 놓기를 원합니까? 모든 재산에 대한 권한이 제거됩니다.
"You can't add {0} to the cart, no more wanted.",더 이상 {0}을(를) 원하지 않으므로 개수를 추가할 수 없습니다.
Created by {0}.,{0}이(가) 설치함.
No more wanted.,더 이상 필요 없음.
"You can't add more {0} to the cart, you don't have more to sell.",판매할 {0}이(가) 모자라서 개수를 더 추가할 수 없습니다.
"An explanation of all the concepts in Eco, and how everything works.","An explanation of all the concepts in Eco, and how everything works."
Waste Filter does not require a source inventory.,폐수 여과장치는 공급 보관소를 요구하지 않습니다.
Toggle All Output Storages,모든 반출 저장고 버튼
Allow the Waste Filter to output Compost into all linkable storage.,폐수 여과장치가 퇴비를 연결되어 있는 모든 저장고로 배출하게 허용합니다.
Toggle Output Storage,반출 저장고 버튼
Allow the Waste Filter to output Compost into this storage.,폐수 여과장치가 해당 저장고로 퇴비를 배출하게 허용합니다.
Allows the Mint to use backing material from all linkable storage.,조폐기가 연결 가능한 모든 저장소에서 화폐 발행용 재료를 사용할 수 있게 합니다.
Mint does not require a destination storage.,Mint does not require a destination storage.
Allows the Mint to use backing material from this storage.,조폐기가 해당 저장소에서 화폐 발행용 재료를 사용할 수 있게 합니다.
Eco Log,Eco Log
Toggles Eco Log panel.,Toggles Eco Log panel.
Create a new tab,Create a new tab
Shows a feed of activity from all citizens in the world.,이 세계에 있는 모든 시민들의 활동 피드를 보여줍니다.
Shows a list of available channels on the server and allows you to create a new channel,서버에서 이용 가능한 채널 목록을 보여주고 새로운 채널을 만드는 것을 허용
Minimize Map,Minimize Map
Sources:,Sources:
Add items,Add items
Select items to sell and add them to the store. The items will be grouped in a category,팔 물품을 선택하고 그 물품을 상점에 추가하세요. 물품은 범주별로 묶여집니다.
