English,Dutch
Specifies the formula or curve that controls the shape of how the audio fades between the ConversationalDistance and the AudibleDistance. Requires restart.,Specifies the formula or curve that controls the shape of how the audio fades between the ConversationalDistance and the AudibleDistance. Requires restart.
"Controls the amplitude of the AudioFadeModel curve, which allows the attenuation of the voice chat loudness to become more or less extreme. Requires restart.","Controls the amplitude of the AudioFadeModel curve, which allows the attenuation of the voice chat loudness to become more or less extreme. Requires restart."
Shelf Life Multiplier,Shelf Life Multiplier
"Adjusts the default shelf life of all foods, with higher values causing food to last longer. For example, setting to 2 doubles the shelf life while setting to 0.5 halves the shelf life.","Adjusts the default shelf life of all foods, with higher values causing food to last longer. For example, setting to 2 doubles the shelf life while setting to 0.5 halves the shelf life."
Culture Enabled,Culture Enabled
"Should the culture system be used, which allows settlements to take over neighboring settlements when their level is high enough?","Should the culture system be used, which allows settlements to take over neighboring settlements when their level is high enough?"
kill,kill
Spawns a plant or plants in a row or grid,Spawns a plant or plants in a row or grid
spawnalltrees,spawnalltrees
alltrees,alltrees
Spawns trees of particular ages in a row,Spawns trees of particular ages in a row
"List all objects of the given type, or 'all types' if left blank.","List all objects of the given type, or 'all types' if left blank."
editbyid,editbyid
Edit the object with the specified ID,Edit the object with the specified ID
removebyid,removebyid
Remove the object with the specified ID,Remove the object with the specified ID
Minutes Between Updates,Minutes Between Updates
We calculate updated procedural starting positions ever X minutes set here. The settlement starting points are updated instantly.,We calculate updated procedural starting positions ever X minutes set here. The settlement starting points are updated instantly.
Citizen Demographic,Citizen Demographic
"Invite a member of a lower-level settlement to become a member of this settlement (or accept their application to do so, if it exists).  The target settlement will also need to perform a civic action to accept the invitation and become a child of this settlement.","Invite a member of a lower-level settlement to become a member of this settlement (or accept their application to do so, if it exists).  The target settlement will also need to perform a civic action to accept the invitation and become a child of this settlement."
"Apply for this settlement to become a member of a higher-level settlement (or accept an invitation to do so, if it exists).  The targeted settlement will also need to perform a civic action to accept this settlement as a child.","Apply for this settlement to become a member of a higher-level settlement (or accept an invitation to do so, if it exists).  The targeted settlement will also need to perform a civic action to accept this settlement as a child."
Settlement we want to remove from our children settlements.,Settlement we want to remove from our children settlements.
"Remove a target settlement from being a child, or rescind its invitation.","Remove a target settlement from being a child, or rescind its invitation."
Cede Child Settlement,Cede Child Settlement
Settlement we want to leave or remove our application from.,Settlement we want to leave or remove our application from.
"Secede from the parent settlement, or cease an application to become a child.","Secede from the parent settlement, or cease an application to become a child."
Secede From Parent Settlement,Secede From Parent Settlement
The citizen or group of citizens we wish to remove.,The citizen or group of citizens we wish to remove.
Remove the citizenship of a given citizen from the settlement.,Remove the citizenship of a given citizen from the settlement.
annex,annex
"Force a given settlement to annex another, if the types support it.","Force a given settlement to annex another, if the types support it."
ignorerequirements,ignorerequirements
nosetreqs,nosetreqs
"Disable Settlement requirements for the session (Ie, dont require child settlements or citizens for a country to spawn.","Disable Settlement requirements for the session (Ie, dont require child settlements or citizens for a country to spawn."
Settlement Type,Settlement Type
Citizenship Of Citizen,Citizenship Of Citizen
The type of citizenship to query.,The type of citizenship to query.
Provides the settlement a citizen is a member of.,Provides the settlement a citizen is a member of.
The settlement being queried.,The settlement being queried.
Settlment Population,Settlment Population
Returns the population of the given settlement.,Returns the population of the given settlement.
Settlment Age In Days,Settlment Age In Days
Returns the age of the given settlement.,Returns the age of the given settlement.
Settlement Influenced Plot Count,Settlement Influenced Plot Count
The number of plots influenced by the settlement.,The number of plots influenced by the settlement.
Settlement Claimed Plot Count,Settlement Claimed Plot Count
The number of plots claimed on deeds by the settlement.,The number of plots claimed on deeds by the settlement.
Settlement Culture,Settlement Culture
The culture value of the given settlement.,The culture value of the given settlement.
culture,culture
Shows commands for controlling culture.,Shows commands for controlling culture.
boost,boost
boostculture,boostculture
"Set a culture-boost to any settlement.  If null is passed, will take the lowest-tier settlement the user is a citizen of, or an arbitrary settlement if they are not a citizen of any.","Set a culture-boost to any settlement.  If null is passed, will take the lowest-tier settlement the user is a citizen of, or an arbitrary settlement if they are not a citizen of any."
Manages the relationship between this settlement and other settlements.,Manages the relationship between this settlement and other settlements.
Defines the type of property and what effects the rooms and furniture have. See Ecopedia.,Defines the type of property and what effects the rooms and furniture have. See Ecopedia.
boostdeed,boostdeed
"Boost the value of the given deed, or the deed at the current position if not specified. Persists across server restart.","Boost the value of the given deed, or the deed at the current position if not specified. Persists across server restart."
unlimitedclaim,unlimitedclaim
"Claims plots in a given rect. If you're already standing on a claim you have auth on, it will use the existing deed. Otherwise, a new deed is created.","Claims plots in a given rect. If you're already standing on a claim you have auth on, it will use the existing deed. Otherwise, a new deed is created."
MemoryManager,MemoryManager
Auto Shutdown Message,Auto Shutdown Message
Reason For Auto Shutdown,Reason For Auto Shutdown
Specifies the message to be sent when the automatic shutdown occurs.,Specifies the message to be sent when the automatic shutdown occurs.
Specifies the reason for the automatic shutdown. Controls what exit code the application closes with.,Specifies the reason for the automatic shutdown. Controls what exit code the application closes with.
Access Action,Access Action
Permissions Changed,Permissions Changed
Citizen Changed,Citizen Changed
Bank Account Permissions Changed,Bank Account Permissions Changed
The citizen who updated the bank account permissions.,The citizen who updated the bank account permissions.
The bank account that got updated.,The bank account that got updated.
Did the user gain or lose access to the account?,Did the user gain or lose access to the account?
The specific permissions that got updated.,The specific permissions that got updated.
The user that gained or lost access to the bank account.,The user that gained or lost access to the bank account.
A citizen changed the managers or the users of a bank account.,A citizen changed the managers or the users of a bank account.
What the type of property is being initially set to.,What the type of property is being initially set to.
Reputation Receiver,Reputation Receiver
Reputation Sender,Reputation Sender
Reputation Transferred Sign,Reputation Transferred Sign
Reputation Source,Reputation Source
Reputation Amount Transferred,Reputation Amount Transferred
Reputation Transfer,Reputation Transfer
The citizen who's receiving the reputation.,The citizen who's receiving the reputation.
The citizen who's sending the reputation.,The citizen who's sending the reputation.
Was the transferred reputation positive or negative?,Was the transferred reputation positive or negative?
Was the reputation transferred manually or from a labor party?,Was the reputation transferred manually or from a labor party?
