"STRINGID","Context","English","Gibberish","French","Spanish","German","Korean","BrazillianPortuguese","SimplifedChinese","Russian","Italian","Portuguese","Hungarian","Japanese","Norwegian","Polish","Dutch","Romanian","Danish","Czech","Swedish","Ukrainian","Greek","Arabic","Vietnamese","Turkish"
"DEFAULT","","Bighorn Sheep Capacity","","Mouflon : capacité","Capacidad para borregos cimarrones","Dickhornschaf Kapazität","큰뿔양 수량","Capacidade do Carneiro-selvagem","大角羊容量","Толсторогий баран - вместимость","Capacità Pecora delle Montagne Rocciose","Bighorn Sheep Capacity","Bighorn Sheep Capacity","ビッグホーンのキャパシティ","Bighorn Sheep Capacity","Liczebność muflonów","Bighorn Sheep Capacity","Bighorn Sheep Capacity","Bighorn Sheep Capacity","Bighorn Sheep Capacity","Bighorn Sheep Capacity","Місткість товсторога","Bighorn Sheep Capacity","Bighorn Sheep Capacity","Bighorn Sheep Capacity","Kanada Koyunu Kapasitesi"
"DEFAULT","","Player Activity","","Activité du joueur","Actividad del jugador","Aktivität der Spieler","플레이어 활동","Atividade do jogador","玩家活动","Активность игрока","Attività del Giocatore","Player Activity","Player Activity","プレイヤーの活動","Player Activity","Aktywność Gracza","Player Activity","Player Activity","Player Activity","Player Activity","Player Activity","Діяльність гравця","Player Activity","Player Activity","Player Activity","Oyuncu Etkinliği"
"DEFAULT","","Wetland Biome","","Biome marécageux","Humedal","Sumpf Biom","습지 바이옴","Bioma Área Úmida","湿地生物群","Болотный биом","Bioma Umido","Wetland Biome","Wetland Biome","湿地バイオーム","Wetland Biome","Biom mokradeł","Wetland Biome","Wetland Biome","Wetland Biome","Wetland Biome","Wetland Biome","Болота","Wetland Biome","Wetland Biome","Wetland Biome","Bataklık Biyomu"
"DEFAULT","","Warm Forest Biome","","Biome forestier chaud","Bosque cálido","Warmer Wald Biom","따뜻한 숲 바이옴","Bioma Floresta Temperada","温带森林生物群","Тёплый лес","Bioma Foresta Calda","Warm Forest Biome","Warm Forest Biome","熱帯の森林バイオーム","Warm Forest Biome","Biom lasów umiarkowanych","Warm Forest Biome","Warm Forest Biome","Warm Forest Biome","Warm Forest Biome","Warm Forest Biome","Теплий ліс","Warm Forest Biome","Warm Forest Biome","Warm Forest Biome","Sıcak Orman Canlı Topluluğu"
"DEFAULT","","Tundra Biome","","Biome de toundra","Tundra","Tundrabiom","툰드라 바이옴","Bioma Tundra","苔原生物群","Тундра","Bioma Tundra","Tundra Biome","Tundra Biome","ツンドラバイオーム","Tundra Biome","Biom tundry","Tundra Biome","Tundra Biome","Tundra Biome","Biom Tundry","Tundra Biome","Тундра","Tundra Biome","Tundra Biome","Tundra Biome","Tundra Biyomu"
"DEFAULT","","Boreal Forest Biome","","Biome forestier boréal","Bosque boreal","Borealer Wald Biom","북쪽 수림대 바이옴","Bioma Floresta de Coníferas","北温带森林生物群","Тайга","Bioma Foresta Boreale","Boreal Forest Biome","Boreal Forest Biome","亜寒帯森林のバイオーム","Boreal Forest Biome","Biom lasów borealnych","Boreal Forest Biome","Boreal Forest Biome","Boreal Forest Biome","Boreal Forest Biome","Boreal Forest Biome","Тайга","Boreal Forest Biome","Boreal Forest Biome","Boreal Forest Biome","Kutupaltı Orman Canlı Topluluğu"
"DEFAULT","","Rainforest Biome","","Biome forêt tropicale","Jungla","Regenwaldbiom","열대우림 바이옴","Bioma Floresta Tropical","热带雨林生物群","Тропический лес","Bioma Foresta Pluviale","Rainforest Biome","Rainforest Biome","熱帯雨林バイオーム","Rainforest Biome","Biom lasów deszczowych","Rainforest Biome","Rainforest Biome","Rainforest Biome","Rainforest Biome","Rainforest Biome","Тропіки","Rainforest Biome","Rainforest Biome","Rainforest Biome","Yağmur Ormanları Biyomu"
"DEFAULT","","Ice Biome","","Biome glacé","Hielo","Eis Biom","얼음 바이옴","Bioma Glacial","寒带生物群","Ледяной биом","Bioma Ghiaccio","Ice Biome","Ice Biome","氷のバイオーム","Ice Biome","Biom lodowy","Ice Biome","Ice Biome","Ice Biome","Ledový Biome","Ice Biome","Льодовики","Ice Biome","Ice Biome","Ice Biome","Kar Biyomu"
"DEFAULT","","Grassland Biome","","Biome de prairies","Pradera","Grasland Biom","초원 바이옴","Bioma Campo","草原生物群","Луг","Bioma Prateria","Grassland Biome","Grassland Biome","草原バイオーム","Grassland Biome","Biom łąki","Grassland Biome","Grassland Biome","Grassland Biome","Grassland Biome","Grassland Biome","Рівнини","Grassland Biome","Grassland Biome","Grassland Biome","Çayırlık Biyomu"
"DEFAULT","","Forest Biome","","Biome forestier tempéré","Bosque","Waldbiom","숲 바이옴","Bioma Floresta","森林生物群","Лес","Bioma Foresta","Forest Biome","Forest Biome","森林のバイオーム","Forest Biome","Biom leśny","Forest Biome","Forest Biome","Forest Biome","Biom Lesa","Forest Biome","Ліси","Forest Biome","Forest Biome","Forest Biome","Orman Canlı Topluluğu"
"DEFAULT","","Desert Biome","","Biome désertique","Desierto","Wüstenbiom","사막 바이옴","Bioma Deserto","沙漠生物群","Пустыня","Bioma Deserto","Desert Biome","Desert Biome","砂漠バイオーム","Desert Biome","Biom pustynny","Desert Biome","Desert Biome","Desert Biome","Biom Pouště","Desert Biome","Пустелі","Desert Biome","Desert Biome","Desert Biome","Çöl Canlı Topluluğu"
"DEFAULT","","Cold Forest Biome","","Biome forestier froid","Bosque frío","Kalter Wald Biom","추운 숲 바이옴","Bioma Taiga","寒带森林生物群","Холодный Лес","Bioma Foresta Fredda","Cold Forest Biome","Cold Forest Biome","冷帯の森林バイオーム","Cold Forest Biome","Biom lasów zimowych","Cold Forest Biome","Cold Forest Biome","Cold Forest Biome","Cold Forest Biome","Cold Forest Biome","Прохолодний ліс","Cold Forest Biome","Cold Forest Biome","Cold Forest Biome","Soğuk Orman Canlı Topluluğu"
"DEFAULT","","Paid toll at {0}","","A payé le péage à {0}","Se ha pagado un peaje a {0}","Maut bezahlt bei {0}","{0}에서 통행 요금을 지불 했습니다.","Pedágio pago no {0}","已支付通行费{0}","Оплатил сбор в {0}","Pedaggio pagato a {0}","Paid toll at {0}","Paid toll at {0}","{0} で料金を払った","Paid toll at {0}","Opłata za przejazd w {0}","Paid toll at {0}","Paid toll at {0}","Paid toll at {0}","Paid toll at {0}","Paid toll at {0}","Сплачено мито у {0}","Paid toll at {0}","Paid toll at {0}","Paid toll at {0}","{0} bölgesinde geçiş ücreti ödendi"
"DEFAULT","","Liquid Crafting Test","","Test de fabrication des liquides","Prueba de fabricación de líquidos","Test für flüssige Herstellung","액체 조합 실험","Teste de Fabricação de Líquido","液体制作测试","Тест станка с жидкостным приводом","Prova di Fabbricazione Liquida","Liquid Crafting Test","Liquid Crafting Test","液体クラフト テスト","Liquid Crafting Test","Test wytwarzania płynów","Liquid Crafting Test","Liquid Crafting Test","Liquid Crafting Test","Liquid Crafting Test","Liquid Crafting Test","Тест верстата з гідроприводом","Liquid Crafting Test","Liquid Crafting Test","Liquid Crafting Test","Sıvı Üretim Testi"
"DEFAULT","","Example crafting table that uses liquids.","","Exemple de tableau de fabrication qui utilise les liquides.","Mesa de trabajo de prueba, que emplea líquidos como materiales.","Beispiel Tisch zum Herstellen mit Flüssigkeiten.","작업대에서 액체를 사용하여 만드는 예입니다.","Exemplo de mesa de fabricação que usa líquidos.","使用液体制作桌子的实例。","Тестовый верстак использующий жидкость.","Esempio di banco da lavoro che usa i liquidi.","Example crafting table that uses liquids.","Example crafting table that uses liquids.","液体を使用する工作テーブル例。","Example crafting table that uses liquids.","Przykładowy stół rzemieślniczy wykorzystujący płyny.","Example crafting table that uses liquids.","Example crafting table that uses liquids.","Example crafting table that uses liquids.","Example crafting table that uses liquids.","Example crafting table that uses liquids.","Приклад верстата, який використовує рідини.","Example crafting table that uses liquids.","Example crafting table that uses liquids.","Example crafting table that uses liquids.","Sıvıları kullanan örnek bir üretim masası."
"DEFAULT","","Vote on law {0} by {1} with vote: {2}","","{1} a voté pour la loi {0} avec le vote : {2}","Votar a la ley {0} de {1} con un {2}","Abstimmung für Gesetz {0} durch {1} mit Stimme: {2}","{1}이(가) 제안한 법률 {0}에 대한 투표: {2}","Votar na lei {0} de {1} com voto: {2}","针对{1}制定的章程{0}，投票结果为： {2}","{1} участвует в голосовании за закон {0}, голосуя: {2}","Voto sulla legge {0} da {1} con voto: {2}","Vote on law {0} by {1} with vote: {2}","Vote on law {0} by {1} with vote: {2}","{1} が提案した法律 {0} に投票: {2}","Vote on law {0} by {1} with vote: {2}","Zagłosuj na prawo {0} przez {1} z głosowaniem: {2}","Vote on law {0} by {1} with vote: {2}","Vote on law {0} by {1} with vote: {2}","Vote on law {0} by {1} with vote: {2}","Vote on law {0} by {1} with vote: {2}","Vote on law {0} by {1} with vote: {2}","Голосування за закон {0} {1} з голосуванням: {2}","Vote on law {0} by {1} with vote: {2}","Vote on law {0} by {1} with vote: {2}","Vote on law {0} by {1} with vote: {2}","{1} tarafından {0} yasasına oy kullanıldı: {2}"
"DEFAULT","","Unable to export game to S3: {0}\n{1}","","Impossible d'exporter le jeu sur S3 : {0}\n{1}","No se ha podido exportar la partida al S3: {0}\n{1}","Export des Spiels zu S3: {0}\n{1} nicht möglich","S3으로 게임을 내보낼 수 없습니다: {0}\n{1}","Não é possível exportar o jogo para o S3: {0}\n{1}","无法导出游戏至 S3: {0}\n{1}","Не удалось перенести игру на S3: {0}\n{1}","Impossibile esportare il gioco a S3: {0}\n{1}","Unable to export game to S3: {0}\n{1}","Unable to export game to S3: {0}\n{1}","S3 にゲームをエクスポートできません: {0}\n{1}","Unable to export game to S3: {0}\n{1}","Nie można wyeksportować gry do S3: {0}\n{1}","Unable to export game to S3: {0}\n{1}","Unable to export game to S3: {0}\n{1}","Unable to export game to S3: {0}\n{1}","Unable to export game to S3: {0}\n{1}","Unable to export game to S3: {0}\n{1}","Не вдалося перенести гру на S3: {0}\n{1}","Unable to export game to S3: {0}\n{1}","Unable to export game to S3: {0}\n{1}","Unable to export game to S3: {0}\n{1}","Oyun S3'e çıkartılamadı: {0}\n{1}"
"DEFAULT","","Debris Type","","Type de débris","Tipo de residuo","Trümmerart","파편 유형","Tipo de Detritos","碎屑类型","Тип обломков","Tipo di Detriti","Debris Type","Debris Type","瓦礫のタイプ","Debris Type","Rodzaj ścinek","Debris Type","Debris Type","Debris Type","Typ Suti","Debris Type","Тип хащів","Debris Type","Debris Type","Debris Type","Yığın Türü"
"DEFAULT","","Prevent removal if no resources would be gained.","","Empêcher le retrait si aucune ressource ne serait gagnée.","Evita deshacerse de algo si no se ganan recursos al hacerlo.","Verhindere Löschung, wenn keine Ressourcen dabei zurückbleiben.","자원을 흭득하지 못할 때 제거되는 것을 방지합니다.","Evita a remoção se nenhum recurso for ganho.","如果没有获取资源，防止资源被移除。","Предотвращает сбор если не будут получены ресурсы.","Previeni la rimozione se nessuna risorsa sarebbe guadagnata.","Prevent removal if no resources would be gained.","Prevent removal if no resources would be gained.","何の資源も得られない場合は除去をやめる","Prevent removal if no resources would be gained.","Zapobiegaj usuwaniu, jeśli nie uzyskasz żadnych zasobów.","Prevent removal if no resources would be gained.","Prevent removal if no resources would be gained.","Prevent removal if no resources would be gained.","Prevent removal if no resources would be gained.","Prevent removal if no resources would be gained.","Запобігає збір, якщо не будуть отримані ресурси.","Prevent removal if no resources would be gained.","Prevent removal if no resources would be gained.","Prevent removal if no resources would be gained.","Eğer kaynak elde edilmeyecekse kaldırma işlemini önle."
"DEFAULT","","Experience given per harvest.","","Expérience obtenue par récolte.","Experiencia conseguida por golpe de recolección.","Erfahrung pro Ernte.","수확할 때 얻는 경험치.","Experiência dada por colheita.","每次收获得到的经验。","Опыт за сбор сырья.","Esperienza data per raccolta.","Experience given per harvest.","Experience given per harvest.","収穫ごとに与えられる経験値。","Experience given per harvest.","Doświadczenie podane na zbiory.","Experience given per harvest.","Experience given per harvest.","Experience given per harvest.","Experience given per harvest.","Experience given per harvest.","Досвід за збір сировини.","Experience given per harvest.","Experience given per harvest.","Experience given per harvest.","Hasat başına tecrübe puanı kazanılır."
"DEFAULT","","Percentage of population that gets spawned in the blanket spawning phase - should be 0 for most plants.","","Pourcentage de la population qui apparaît lors de la phase de création protégée du monde - doit être 0 pour la plupart des plantes.","Porcentaje de población que aparece en una fase de aparición genérica (debe ser 0 para la mayoría de las plantas).","Prozentsatz der Population, welche in der Blanket-Spawning Phase erzeugt werden - sollte bei den meisten Pflanzen 0 sein.","Blanket 스폰 진행 단계에서 개체 수들의 스폰율 - 대부분의 식물들은 0이어야 합니다.","Percentagem da população que foi gerada na fase de criação - deveria ser 0 para a maioria das plantas.","在覆盖生成阶段进行生成的人口百分比。对多数植物来说，应该在0。","Процент популяции, которая появляется в фазе появления - для большинства растений должен быть равен 0.","Percentuale di popolazione generata nella fase di generazione del mantello - dovrebbe essere 0 per gran parte delle piante.","Percentage of population that gets spawned in the blanket spawning phase - should be 0 for most plants.","Percentage of population that gets spawned in the blanket spawning phase - should be 0 for most plants.","全体的な出生フェーズで生成できた生息数の割合 - ほとんどの植物で0となります。","Percentage of population that gets spawned in the blanket spawning phase - should be 0 for most plants.","Odsetek populacji, która pojawia się w fazie tarła kocowego - powinien wynosić 0 dla większości roślin.","Percentage of population that gets spawned in the blanket spawning phase - should be 0 for most plants.","Percentage of population that gets spawned in the blanket spawning phase - should be 0 for most plants.","Percentage of population that gets spawned in the blanket spawning phase - should be 0 for most plants.","Percentage of population that gets spawned in the blanket spawning phase - should be 0 for most plants.","Percentage of population that gets spawned in the blanket spawning phase - should be 0 for most plants.","Відсоток популяції, який народжується на початковій стадії - повинен бути рівний 0 для більшості рослин.","Percentage of population that gets spawned in the blanket spawning phase - should be 0 for most plants.","Percentage of population that gets spawned in the blanket spawning phase - should be 0 for most plants.","Percentage of population that gets spawned in the blanket spawning phase - should be 0 for most plants.","Geniş kapsamlı oluşturma aşamasında ortaya çıkan nüfusun yüzdesi - çoğu bitki için 0 olmalıdır."
